TEST_AGE,CERT_GBN,TEST_SEX,ITEM_F001,ITEM_F002
21,하,F,160.4,66.3
20,하,M,179.7,74.2
22,하,F,159.5,78.2
23,하,F,164.5,52.4
28,하,F,154.1,39.9
49,하,F,156.2,69.34
24,하,F,163.4,94.5
20,하,F,167.6,53.5
59,하,F,154.5,56.25
24,하,F,158.7,62.58
27,하,F,161.4,52.3
27,하,M,173.0,74.2
25,하,F,152.0,49.2
77,하,F,155.6,63.2
24,하,M,176.2,119.9
36,상,F,168.0,63.9
53,하,M,162.7,59.3
15,하,M,167.1,49.5
22,하,F,163.0,55.0
21,중,F,163.3,65.3
20,상,F,160.7,54.3
21,하,F,161.5,56.2
27,하,M,172.4,82.8
19,중,M,171.3,66.5
23,하,M,175.0,71.6
19,중,M,169.1,62.0
34,하,M,177.1,97.2
49,중,F,162.8,54.0
26,하,M,181.8,102.5
29,하,F,162.0,55.9
52,하,F,157.2,70.4
19,하,M,174.6,73.82
24,중,M,177.9,75.7
58,하,F,160.0,61.4
57,하,F,158.0,62.1
64,하,F,157.6,56.7
58,하,F,145.5,58.0
37,하,F,162.7,92.1
61,하,F,155.2,66.8
45,하,M,177.0,80.0
59,하,M,147.8,53.9
25,하,F,161.2,51.4
41,하,M,173.0,74.0
40,하,F,157.6,49.5
20,하,F,162.0,62.3
19,하,F,154.1,44.1
55,하,M,163.9,72.3
47,중,M,172.1,74.9
23,하,F,159.4,60.92
57,중,M,172.0,77.4
37,중,M,169.1,61.0
68,하,F,154.4,54.14
31,하,M,173.5,70.5
37,하,M,180.0,84.2
24,하,M,171.0,38.0
51,하,F,153.6,57.5
32,하,M,182.6,79.3
38,하,F,169.5,68.1
29,하,F,168.2,54.0
45,하,F,159.7,57.3
32,하,M,166.5,56.3
23,중,F,158.5,43.8
24,하,M,180.5,66.2
29,하,M,174.0,75.9
29,하,M,189.3,93.3
45,하,M,171.1,66.5
53,상,M,165.3,57.2
53,하,M,169.5,75.1
43,중,F,162.7,60.3
39,하,F,158.6,55.3
37,중,F,166.5,55.3
21,하,M,173.4,77.7
27,하,M,164.6,91.0
20,하,M,171.0,69.9
61,하,F,150.9,55.9
20,하,M,173.0,82.3
21,하,M,172.0,59.7
58,하,F,151.7,57.9
21,하,M,167.0,64.3
73,하,F,151.0,54.6
28,하,F,167.0,52.5
58,중,F,163.1,57.84
33,하,F,163.2,58.7
25,하,F,156.8,46.4
62,하,F,154.7,53.6
45,하,F,165.7,54.84
32,하,F,152.4,62.0
77,하,F,154.0,61.8
29,하,M,172.7,72.4
28,하,F,176.2,33.4
76,하,M,171.4,65.9
68,상,F,152.0,59.2
54,하,F,161.2,63.6
61,하,F,155.3,62.2
14,하,F,155.5,49.8
62,하,F,158.8,54.4
24,하,F,155.4,43.9
72,하,M,169.0,77.8
68,하,F,158.0,48.0
28,중,M,179.7,79.0
21,하,M,179.0,80.4
58,하,F,158.5,62.7
42,중,F,161.8,64.2
54,하,F,170.3,72.8
22,하,F,150.4,54.1
30,상,F,160.2,52.9
29,하,M,171.0,62.84
14,하,M,160.0,73.0
21,하,M,166.1,58.1
21,하,M,184.6,77.9
24,하,M,168.2,63.5
21,중,M,177.8,65.3
20,하,M,172.3,61.5
20,중,F,155.8,50.8
49,하,F,154.0,50.8
62,하,F,161.5,70.5
53,하,F,156.0,71.0
70,하,F,153.0,57.2
38,하,F,154.0,52.0
38,하,F,159.6,62.1
46,하,F,164.2,63.1
47,하,M,167.4,78.2
42,중,M,172.6,72.1
53,하,F,159.4,60.9
48,하,F,157.2,51.3
48,하,F,158.3,59.2
47,하,F,156.2,80.8
33,상,F,164.8,60.0
24,중,F,165.5,54.0
21,하,F,162.8,60.0
22,하,F,161.3,51.0
20,하,F,166.0,53.36
19,하,M,182.1,76.0
29,하,F,153.6,44.2
28,하,F,158.0,58.5
23,하,F,153.0,45.8
54,하,F,156.4,55.2
60,하,F,155.0,48.0
36,하,F,162.0,57.0
56,하,F,160.0,60.0
46,하,M,169.0,70.0
43,하,M,172.0,77.6
76,하,M,156.5,45.3
43,하,F,159.2,51.5
47,하,F,160.6,57.6
75,하,F,153.2,58.4
73,하,F,166.0,54.3
56,하,F,156.0,50.0
32,상,F,164.3,65.8
60,하,F,155.3,63.7
56,상,F,154.0,53.3
54,하,F,163.2,49.0
48,하,M,174.2,78.3
45,하,M,162.2,70.6
45,하,M,176.6,68.9
39,하,M,169.0,88.1
70,하,F,153.0,65.0
76,하,F,151.4,51.9
65,상,F,161.6,57.6
56,하,F,160.0,67.6
66,하,F,151.9,54.86
46,하,F,160.5,64.6
73,중,M,159.0,54.0
51,하,F,158.0,61.7
64,하,F,151.6,48.1
60,하,F,160.0,70.9
69,하,F,151.1,62.2
58,하,M,166.0,64.9
26,하,F,160.8,52.5
21,하,F,155.0,50.3
19,하,M,168.6,74.1
23,하,F,157.0,47.4
28,하,M,183.0,100.0
48,하,M,168.4,69.3
21,하,F,160.9,57.1
36,하,M,174.7,64.4
45,하,M,171.4,77.8
40,하,M,167.4,65.1
42,하,M,182.3,80.3
44,하,F,166.0,52.9
27,하,F,157.2,70.5
45,하,M,175.9,75.6
51,하,M,170.3,72.4
41,하,F,156.6,46.8
56,하,F,144.7,42.66
42,중,F,161.4,57.3
71,하,F,148.7,52.7
54,하,F,162.2,74.8
51,하,F,156.0,49.0
59,하,F,149.0,50.6
68,하,F,149.0,59.6
62,하,F,155.0,59.0
18,하,F,152.2,46.2
74,하,F,150.0,50.4
70,하,F,158.0,56.5
45,하,F,158.0,65.1
66,하,F,149.0,53.1
42,하,F,171.0,68.5
64,하,F,160.0,72.7
25,하,M,174.0,87.48
23,하,F,155.6,48.66
14,하,M,170.0,54.5
15,하,M,160.7,55.8
13,하,M,159.0,46.3
61,하,F,163.1,53.58
13,하,F,153.0,47.9
36,하,F,164.5,54.54
77,하,F,153.0,58.5
61,하,F,152.8,60.64
66,중,F,155.4,56.1
34,하,F,158.0,55.1
53,하,F,158.0,47.4
48,하,M,171.0,85.0
36,하,F,156.4,47.5
61,하,F,153.5,60.8
50,하,F,153.8,41.5
61,하,F,154.8,68.3
61,하,M,165.9,74.78
58,하,F,160.6,64.4
70,중,F,161.6,56.85
65,하,F,155.3,54.82
22,하,F,160.0,54.2
22,하,F,157.5,57.9
43,하,F,160.0,60.3
77,하,F,156.0,62.9
66,하,F,150.0,42.3
49,중,F,161.3,63.8
39,하,M,162.5,64.9
69,하,F,147.0,50.1
66,중,F,152.0,49.3
71,하,F,160.0,52.5
78,하,M,168.0,53.5
55,하,F,158.2,56.72
50,하,M,161.6,61.9
59,하,F,159.3,56.3
13,하,M,165.7,59.8
13,하,M,151.3,42.6
56,중,F,160.4,61.2
64,중,F,148.3,44.7
27,하,M,180.4,75.3
44,하,F,150.1,60.4
36,하,F,169.4,61.0
48,중,F,156.2,48.4
58,하,F,153.8,70.6
63,하,F,157.6,64.1
51,하,F,159.0,54.9
50,하,F,159.8,55.0
70,하,F,152.7,55.1
54,하,F,151.3,56.2
56,하,M,169.3,78.8
50,하,M,169.7,70.6
45,하,M,176.7,72.9
64,하,F,158.1,50.52
20,하,M,158.0,50.8
20,하,M,152.7,46.5
14,하,M,150.8,46.4
62,하,F,155.4,51.5
30,하,F,162.7,47.4
57,하,F,157.2,63.2
67,하,F,156.9,50.7
70,하,F,147.7,52.08
46,하,M,178.4,108.22
75,하,M,166.2,64.1
58,하,F,153.5,62.25
42,하,F,157.1,44.2
48,하,F,156.7,62.0
20,하,M,171.9,72.7
19,하,M,171.4,63.9
56,하,F,157.5,55.5
20,하,M,171.5,60.1
66,상,F,153.0,50.7
20,하,M,175.3,93.3
71,중,M,163.0,64.0
13,하,M,160.1,63.8
13,하,M,156.0,48.6
13,하,M,151.5,62.0
13,하,M,157.9,51.8
17,중,F,157.9,51.6
18,하,F,165.2,62.1
19,하,F,164.8,79.1
24,하,F,161.9,61.1
25,하,M,166.0,65.0
14,하,F,168.8,59.0
41,하,M,163.5,74.7
45,중,M,167.4,62.7
65,상,F,155.8,48.1
58,하,F,158.5,73.4
62,하,F,159.0,63.7
40,하,F,165.0,70.76
40,하,M,167.5,72.6
24,하,M,168.3,80.1
19,중,F,158.0,52.0
24,하,M,185.7,117.7
38,하,F,162.0,62.7
64,하,F,150.5,61.6
40,하,F,165.0,50.6
14,중,M,162.8,52.2
31,하,F,162.9,53.0
24,하,M,169.4,73.5
70,상,F,154.0,53.4
75,하,M,171.6,73.0
73,하,F,143.5,60.4
14,하,M,161.2,61.0
29,하,M,174.4,74.7
40,하,F,153.4,47.9
39,하,F,165.1,64.8
45,하,F,158.2,60.26
20,하,M,174.0,67.9
44,상,F,160.0,50.0
20,하,M,173.0,69.0
27,하,M,184.1,72.3
14,하,F,165.8,88.3
24,하,M,172.3,66.8
31,상,M,164.5,68.5
29,하,M,174.5,80.1
60,하,F,150.8,56.0
29,하,M,177.6,100.8
20,하,M,185.8,80.1
42,중,F,169.7,81.4
20,하,M,173.4,75.3
30,하,M,181.0,92.2
74,하,M,172.9,80.1
28,하,M,170.0,70.9
20,하,F,159.3,48.0
21,하,M,172.8,67.2
54,하,M,171.0,62.4
84,중,F,150.0,55.0
71,하,F,152.1,60.5
19,하,M,170.0,69.6
72,하,M,181.0,86.7
53,하,F,152.9,60.9
14,중,F,159.4,42.9
62,하,F,156.3,63.2
65,중,F,154.0,63.3
47,하,F,157.2,70.0
68,하,M,162.0,62.5
76,하,F,150.0,54.8
61,중,F,152.0,48.8
71,하,F,147.6,58.6
38,하,F,151.7,60.0
60,중,M,174.2,75.1
60,중,F,162.0,54.3
47,하,F,155.1,55.7
64,하,F,167.1,79.74
20,하,F,169.7,72.9
27,하,F,153.0,45.5
44,상,F,170.0,77.2
46,하,F,162.2,61.4
26,하,M,176.8,69.0
29,상,F,167.1,55.7
24,상,M,172.5,70.4
58,하,F,164.0,61.2
31,하,M,174.0,86.1
66,하,M,160.4,68.6
30,하,M,168.0,64.5
60,하,F,155.0,57.9
56,하,F,160.0,56.4
48,하,F,152.0,52.5
62,하,F,167.1,58.96
46,중,F,165.0,67.2
62,하,F,160.1,80.0
25,하,F,166.6,66.26
66,중,F,160.0,78.1
75,하,F,147.0,60.2
21,하,M,171.5,55.2
22,하,M,180.0,75.3
23,중,M,174.6,71.3
26,하,M,166.5,62.9
24,하,M,177.1,82.7
61,하,F,152.6,61.24
27,하,F,168.2,56.5
19,하,F,165.0,45.0
33,하,F,152.0,48.7
19,중,F,159.0,56.0
66,하,F,146.4,56.4
63,하,F,156.1,66.1
68,하,F,151.7,58.0
68,하,F,147.7,52.5
28,하,M,180.7,61.36
20,하,F,161.8,52.9
72,하,F,159.0,61.9
62,하,F,159.0,55.7
71,하,F,156.0,74.5
52,하,F,157.0,60.8
57,하,F,161.0,65.3
47,하,F,165.4,67.3
45,하,M,170.6,64.4
59,하,M,164.5,59.5
59,중,M,169.3,60.3
57,중,M,167.6,65.4
59,중,M,162.5,55.6
75,하,F,157.0,57.9
68,하,F,150.1,51.9
77,하,M,166.7,63.46
53,하,F,154.6,47.26
53,하,F,156.0,52.3
54,하,F,154.4,59.1
22,하,M,179.5,71.3
22,하,M,175.0,63.1
22,하,F,166.5,61.3
22,하,F,164.0,66.0
23,하,F,174.5,74.8
22,하,M,183.5,86.5
22,하,M,171.0,67.3
22,하,M,165.5,68.1
22,하,M,178.0,80.3
22,하,M,170.0,64.6
22,하,M,181.0,87.5
22,하,M,180.0,66.3
18,하,M,183.3,77.1
44,상,F,157.0,52.7
63,하,F,149.8,55.5
38,하,M,173.0,85.7
66,하,F,146.9,57.0
56,하,F,152.9,85.78
24,하,F,167.0,50.1
13,하,F,162.3,46.7
23,하,F,170.6,55.7
42,하,F,155.0,53.2
40,중,F,163.8,56.5
37,하,M,176.9,72.3
34,하,M,178.5,80.3
39,하,M,170.3,82.5
54,하,F,160.2,53.9
39,하,M,171.8,83.7
50,하,F,156.8,53.9
37,하,M,178.3,67.7
44,하,F,160.7,54.4
32,하,M,190.3,78.0
43,하,M,172.1,69.9
13,하,M,148.6,44.6
67,상,F,157.4,60.24
20,하,M,172.0,75.0
20,하,M,174.0,75.0
63,하,F,153.0,80.0
56,하,F,160.0,64.3
80,하,M,168.0,68.8
78,하,F,147.0,61.0
55,하,F,150.3,50.7
26,하,M,173.5,75.7
21,하,F,158.4,48.1
59,하,F,159.0,56.0
43,하,F,154.2,51.2
41,하,M,178.2,75.9
65,중,F,154.9,65.0
67,하,F,151.7,52.4
31,하,F,161.8,57.9
56,하,M,168.7,81.53
20,하,M,181.8,72.58
27,하,F,168.7,83.3
67,하,F,151.5,51.44
64,중,M,169.2,63.88
41,하,M,180.0,96.2
37,하,M,179.1,85.9
61,하,M,175.0,72.5
71,중,F,150.0,59.3
70,하,F,159.0,62.8
65,하,M,163.0,63.2
72,하,F,148.0,59.6
59,하,M,177.0,81.3
65,하,F,160.0,66.7
73,하,F,153.0,49.8
58,하,F,162.0,68.9
56,하,F,160.0,61.5
66,하,F,159.5,63.2
72,하,F,144.0,60.0
70,하,F,159.0,59.1
68,하,F,152.0,51.3
61,중,M,179.0,70.8
78,하,F,154.0,66.5
23,중,M,170.0,59.68
72,하,M,178.0,81.9
64,하,F,171.0,69.5
71,중,F,157.5,57.5
59,하,F,155.0,65.0
72,하,F,148.0,55.5
24,하,M,186.0,80.0
72,중,M,164.4,75.75
61,하,M,171.5,74.1
22,하,F,164.1,51.2
43,하,F,157.0,51.7
62,하,M,168.0,69.0
28,중,F,161.6,56.0
19,하,F,153.4,35.6
13,하,M,159.0,58.9
37,하,F,150.9,61.5
32,하,F,147.6,46.7
42,하,M,161.7,74.3
33,하,M,166.8,59.05
41,하,F,165.9,50.2
57,하,F,153.2,56.4
40,하,F,160.7,55.8
60,중,M,158.0,52.4
40,하,F,159.2,66.4
19,하,F,162.4,77.9
40,하,F,164.0,80.0
69,중,F,152.0,47.8
84,하,F,155.0,57.1
70,하,F,156.0,65.5
67,하,F,154.0,47.9
67,하,F,148.0,53.4
72,하,F,159.0,72.6
45,하,M,168.1,74.8
66,하,F,150.0,59.6
24,하,M,164.4,63.7
81,하,F,153.0,67.3
76,하,F,149.0,48.5
27,하,F,169.1,54.1
27,중,M,182.8,71.18
52,하,M,176.2,73.2
27,중,M,181.7,73.44
27,하,M,174.8,67.2
54,하,M,163.1,59.8
14,하,M,168.0,56.3
14,하,M,168.8,63.1
14,하,M,174.3,64.8
46,하,F,158.9,70.1
74,하,F,149.0,56.3
66,하,F,152.0,61.0
22,하,M,179.1,76.22
59,하,F,156.0,54.2
24,하,M,181.0,74.0
53,하,F,153.6,55.8
48,하,F,159.7,59.9
30,하,F,63.1,59.6
28,하,F,165.1,61.3
39,상,F,153.1,59.0
32,하,F,163.2,73.8
61,하,F,157.9,62.88
55,중,M,170.4,63.4
73,중,M,163.1,68.8
67,하,F,157.7,91.3
67,하,M,164.0,72.6
24,하,F,160.7,64.8
30,하,F,163.9,57.5
25,하,M,176.4,73.46
26,하,M,173.1,73.28
73,하,F,143.9,42.4
71,하,F,155.3,58.6
73,하,F,151.3,49.4
13,하,F,156.0,62.0
34,상,F,165.5,51.4
76,하,F,145.7,66.0
73,하,F,154.8,59.2
68,하,M,168.9,88.5
65,하,F,151.0,58.2
43,중,M,176.4,70.6
55,중,M,171.0,67.2
74,하,F,149.0,48.84
35,상,M,174.6,75.98
49,하,M,171.6,74.9
71,하,M,173.9,73.6
22,하,M,175.7,73.4
46,중,F,156.9,59.3
70,중,F,149.7,38.92
65,하,F,152.8,51.28
24,하,F,160.1,44.4
58,하,F,154.0,57.62
67,하,M,166.6,64.24
54,하,F,164.5,63.0
28,하,M,168.1,68.1
47,중,M,175.1,75.1
59,하,F,152.0,64.1
43,중,M,182.7,80.9
63,하,M,171.1,70.0
36,하,M,170.7,68.92
58,하,F,150.1,56.5
26,하,F,167.6,57.6
23,상,F,161.2,55.0
26,하,M,182.2,76.5
19,하,F,155.8,54.2
38,하,F,165.0,74.6
19,하,F,164.1,69.16
67,중,F,160.8,52.9
36,하,F,161.6,66.5
49,하,F,156.3,57.9
22,하,F,159.4,56.0
39,하,F,163.0,65.3
20,하,F,157.7,57.7
20,하,F,160.0,44.1
40,하,F,153.6,58.6
14,하,F,172.0,81.9
70,중,F,141.5,54.3
56,하,F,149.0,52.2
67,하,F,161.0,62.4
61,하,F,159.7,59.9
60,중,F,155.0,49.1
23,하,F,161.3,50.8
24,하,F,160.0,45.9
22,하,M,168.6,63.84
23,하,F,155.5,46.9
30,하,M,181.7,75.2
32,하,F,159.5,47.3
62,하,M,165.0,69.8
54,하,M,172.0,72.2
45,하,M,178.2,73.1
42,하,F,144.8,69.2
65,중,M,164.2,57.84
55,중,F,158.4,55.6
31,하,M,184.6,84.0
18,하,M,166.1,54.3
76,하,F,150.4,52.1
19,하,F,175.1,81.3
23,하,F,172.3,59.3
60,중,F,163.8,58.4
60,하,F,153.8,56.2
58,하,F,160.2,54.2
43,하,F,161.3,66.4
23,하,F,166.7,55.98
23,하,F,157.6,50.0
23,하,F,163.4,52.4
69,중,F,153.2,64.9
70,하,F,156.6,65.6
63,하,F,159.1,62.5
68,하,M,169.0,68.1
41,하,F,155.3,53.1
28,하,M,182.0,81.9
54,하,F,151.0,47.3
33,하,M,176.5,63.7
54,하,F,157.6,53.6
23,하,M,177.0,66.9
40,하,F,168.4,68.82
61,하,F,158.6,62.86
64,중,F,149.1,51.2
42,중,F,161.5,68.08
51,하,F,156.3,50.5
54,하,F,156.2,58.2
58,하,M,170.8,69.1
40,하,M,186.5,94.4
53,하,F,158.2,61.9
23,하,F,159.7,55.7
26,하,F,149.8,66.7
42,상,M,173.7,81.7
69,상,F,155.1,55.0
30,하,F,158.0,45.4
44,하,M,170.5,69.9
40,하,F,162.9,54.3
60,하,F,166.0,52.1
32,하,M,176.7,70.76
57,하,F,152.8,53.78
42,하,F,166.0,57.0
18,하,M,175.0,71.0
38,하,F,156.0,53.5
51,하,F,163.6,57.4
64,하,F,149.0,66.0
60,하,F,158.2,61.7
20,하,M,170.0,69.6
27,하,M,151.3,43.0
22,하,M,177.8,79.9
24,하,F,153.5,48.3
21,하,F,153.2,45.6
28,하,F,163.6,91.9
23,하,F,162.3,62.52
40,중,F,158.1,59.0
51,하,F,156.0,50.1
36,하,M,172.9,64.3
43,하,F,150.9,55.7
30,하,M,174.3,64.9
26,하,F,170.4,61.36
21,하,F,153.5,48.6
37,하,F,159.0,57.3
74,하,F,150.5,61.5
61,하,F,157.0,82.4
61,하,F,163.0,63.7
23,하,M,152.0,41.7
20,하,F,163.1,57.0
19,하,M,173.0,77.3
15,하,M,172.3,51.4
63,하,F,155.7,53.2
55,중,F,154.5,57.84
51,하,F,167.1,76.9
62,하,F,156.8,57.6
63,하,M,160.4,61.0
60,하,M,158.5,57.5
53,하,M,180.5,91.8
19,하,M,164.6,53.9
24,중,F,166.1,61.2
21,하,M,169.2,93.5
19,하,F,163.8,59.8
22,하,F,158.0,60.0
92,하,F,149.3,60.0
76,하,F,145.8,49.2
25,하,M,171.8,65.6
55,하,F,151.5,65.28
25,하,M,174.0,65.0
64,하,M,162.7,59.1
42,하,M,167.1,65.3
20,하,M,165.4,62.5
21,하,M,171.0,61.2
21,하,M,179.0,64.3
77,하,F,145.3,52.2
19,하,M,162.5,50.1
13,하,F,151.7,45.1
25,하,M,175.0,65.8
51,하,F,147.4,47.16
75,상,M,157.0,61.1
71,하,M,167.0,69.1
16,하,M,178.2,68.9
56,중,F,150.0,45.0
45,중,F,159.2,50.1
52,하,F,151.8,54.26
45,하,F,157.1,48.2
46,중,M,164.2,72.3
21,하,F,162.3,59.72
47,하,M,179.8,78.0
19,하,M,154.0,50.2
19,하,F,164.8,54.0
36,하,M,169.9,68.7
20,하,M,175.0,76.2
20,하,M,179.6,87.7
21,하,F,169.4,89.9
69,하,M,160.0,59.2
71,하,F,156.3,53.7
66,하,F,152.8,55.7
82,하,F,147.4,48.7
68,중,F,153.8,64.79
55,상,F,157.5,58.62
65,하,F,156.0,55.6
68,하,F,158.0,70.4
24,하,M,169.7,96.3
39,하,F,161.5,63.8
57,하,F,154.0,53.7
44,하,M,182.0,86.0
46,상,F,156.0,45.2
20,하,M,169.7,62.6
48,상,F,153.8,50.6
53,상,F,156.7,54.5
51,하,F,153.2,48.12
59,하,M,167.2,69.26
19,하,M,175.9,67.6
19,하,F,172.6,62.6
19,하,M,171.9,91.2
20,하,M,172.1,71.1
18,중,F,161.6,51.0
26,상,F,163.0,53.0
23,하,M,165.9,57.16
75,하,F,160.0,64.0
78,하,M,171.0,76.6
24,하,F,158.1,50.6
45,하,F,155.3,65.2
40,하,F,156.4,58.8
43,중,F,159.6,61.4
48,중,M,173.2,88.1
68,하,F,152.8,62.0
54,하,F,156.0,57.0
51,중,M,164.4,55.7
39,하,F,155.4,45.28
44,하,F,147.2,45.66
22,하,F,167.5,60.3
53,하,F,159.7,53.44
63,중,F,162.4,53.8
14,하,M,169.3,49.8
14,하,M,169.1,58.7
67,하,F,151.0,67.7
61,하,F,148.0,62.7
47,중,M,164.1,60.5
20,하,F,160.4,41.4
20,하,M,173.3,60.3
19,하,M,175.5,56.9
38,상,F,163.5,52.4
20,하,F,160.1,50.26
38,하,F,156.0,53.8
55,하,F,156.6,54.46
79,하,F,160.0,57.6
20,하,F,157.3,52.6
67,하,F,158.1,53.6
74,하,F,152.2,60.4
20,하,M,174.3,69.8
69,하,F,156.5,58.5
55,하,F,159.0,62.7
60,하,F,160.0,68.0
67,하,F,158.7,73.2
37,하,F,147.8,52.8
71,중,M,157.3,58.9
20,하,F,160.0,59.2
20,하,F,156.6,54.1
20,하,F,162.0,52.4
19,하,M,181.3,85.6
20,하,M,171.3,67.3
32,하,M,172.8,70.1
61,하,F,156.3,49.2
20,중,F,168.0,65.9
75,하,M,161.9,71.6
54,하,M,166.0,73.9
54,하,F,157.4,65.1
43,상,M,175.2,72.9
64,하,F,152.7,55.86
68,하,F,157.0,57.7
31,하,M,169.0,69.7
21,하,M,169.4,61.6
76,하,F,153.6,62.0
21,하,M,177.7,59.5
28,하,M,183.4,76.1
35,상,M,178.8,75.7
25,하,F,164.1,48.6
20,중,F,158.5,50.06
40,상,F,158.6,58.7
37,하,F,161.7,51.6
62,하,F,154.9,57.0
67,하,F,156.3,56.25
15,하,F,169.0,72.5
15,하,M,156.3,50.4
61,하,F,145.0,49.7
72,하,M,165.0,58.8
24,하,M,171.0,65.3
20,하,F,160.3,48.3
35,하,F,159.5,61.4
27,하,M,168.5,97.1
25,하,M,173.4,70.1
19,하,F,156.1,48.5
42,하,F,157.0,61.2
18,하,M,169.0,54.5
62,중,F,151.2,51.72
36,하,M,178.0,81.5
14,하,F,159.4,43.3
14,하,F,160.4,56.1
14,중,F,144.9,35.1
14,하,F,155.4,52.7
27,하,F,165.8,97.5
71,하,F,151.5,61.3
35,하,F,167.5,51.74
32,하,F,157.5,49.3
26,하,F,168.5,63.7
24,하,M,181.3,92.1
73,하,M,163.5,61.2
36,중,M,170.3,77.2
46,하,M,172.0,66.4
45,하,F,155.3,74.0
46,하,F,152.0,45.6
41,상,F,161.0,58.1
61,하,F,154.1,54.3
44,상,F,158.1,50.7
81,하,F,151.0,67.4
56,하,F,163.1,73.0
13,하,F,158.0,43.0
33,하,F,155.1,50.2
42,하,F,173.6,58.8
57,중,F,161.0,51.08
22,하,M,179.5,68.5
61,하,F,153.0,51.2
63,하,F,158.9,60.5
75,하,M,164.8,80.68
63,하,F,153.7,49.4
21,하,M,170.0,62.6
77,하,F,146.0,49.3
61,하,F,155.8,62.7
58,하,F,151.8,62.0
60,하,F,160.4,74.5
34,하,M,175.3,67.5
63,하,F,155.6,66.1
72,하,F,148.9,63.0
21,하,M,166.1,65.7
71,하,F,151.6,78.32
73,하,F,154.0,66.6
61,하,M,164.0,66.8
50,하,M,169.0,67.9
20,하,M,171.0,61.3
43,하,F,157.0,67.7
35,하,M,164.0,62.0
53,하,F,156.8,53.6
19,하,M,175.0,68.2
20,하,F,173.0,55.5
67,하,M,166.4,66.5
42,하,F,159.4,54.9
20,하,M,175.5,97.4
20,하,F,164.0,57.8
22,하,M,167.2,65.2
29,중,M,168.5,68.9
55,하,F,156.4,65.5
63,하,F,159.0,55.3
63,하,F,161.0,55.7
47,하,M,168.5,62.4
35,하,M,170.0,66.2
40,하,F,156.0,50.1
37,하,F,155.0,59.4
47,하,F,163.0,65.5
60,하,F,155.0,66.1
73,하,F,157.6,59.74
66,하,F,146.6,51.66
66,상,F,156.8,55.38
70,하,F,149.6,47.9
63,하,F,162.3,61.6
55,하,F,150.5,63.9
49,하,F,161.3,61.7
39,하,M,177.2,88.2
75,하,F,157.1,56.9
42,하,F,157.0,64.8
86,상,M,162.0,50.9
65,하,F,157.2,67.3
71,하,F,151.5,52.7
44,중,M,171.4,74.7
22,하,M,174.1,95.8
21,하,M,161.9,78.6
14,하,M,168.5,55.7
32,하,M,166.7,59.3
14,하,M,168.3,56.3
14,하,M,165.8,58.4
22,하,M,174.0,72.6
30,하,F,163.8,52.5
55,하,M,171.8,79.4
86,하,F,145.0,62.2
72,하,F,148.8,54.3
14,하,F,156.2,60.0
79,하,F,147.9,59.0
81,하,F,159.6,68.3
43,중,M,181.1,83.9
75,하,F,145.6,46.5
62,하,F,151.2,52.5
14,하,M,169.7,53.3
63,하,F,154.6,62.62
56,하,F,158.7,51.4
49,하,F,149.7,36.4
58,하,F,150.7,59.4
26,하,M,177.4,75.5
60,하,F,156.5,59.1
65,하,F,156.6,60.6
65,중,F,157.0,60.9
33,하,F,159.9,78.5
26,하,M,172.7,73.02
81,하,F,150.9,67.4
81,하,F,152.5,67.2
55,하,M,168.8,75.7
27,하,M,149.6,45.5
20,하,M,178.0,78.4
56,하,F,153.5,47.1
23,하,M,157.4,67.1
28,하,M,165.1,47.7
68,하,M,166.0,74.7
59,하,F,149.8,57.0
60,중,M,166.0,66.7
81,중,M,167.8,61.2
37,하,F,160.4,57.3
80,하,F,150.3,58.3
23,하,F,169.7,65.1
71,하,F,153.3,58.8
42,하,M,172.1,72.8
24,하,M,177.8,71.9
17,하,M,170.6,55.8
55,하,F,161.0,54.8
17,하,M,172.4,74.5
41,하,F,160.0,55.4
45,중,F,158.2,57.2
43,하,F,156.9,50.5
23,하,F,157.3,43.6
23,하,F,163.1,56.58
22,하,M,170.6,51.0
66,하,F,153.6,68.8
20,하,F,158.0,41.6
55,하,F,158.0,53.0
30,하,F,168.0,60.8
32,하,F,174.0,59.7
35,하,F,161.0,64.7
56,하,F,152.3,57.7
31,하,M,168.0,64.5
24,하,F,163.0,64.8
28,하,M,173.0,58.2
37,하,F,162.0,52.0
24,하,M,162.0,57.1
50,하,M,170.0,76.0
41,하,M,172.9,60.1
39,하,F,155.7,58.6
40,하,F,160.4,61.0
46,상,M,177.4,76.0
40,하,M,172.4,80.1
54,하,F,154.7,46.36
65,하,F,159.7,61.1
57,하,F,154.0,70.16
24,하,F,160.7,61.4
44,중,F,158.0,53.0
34,하,F,145.0,35.4
42,하,F,161.0,60.0
49,중,F,165.2,81.3
37,하,F,167.0,59.2
32,중,F,165.1,66.1
31,하,F,156.0,64.1
37,하,F,162.2,66.6
40,하,F,161.0,66.6
35,하,F,167.0,67.6
48,하,F,154.9,59.4
64,하,F,159.6,72.14
41,하,F,157.1,63.4
71,하,F,154.3,76.9
66,중,F,152.0,49.7
63,하,M,174.0,75.1
61,하,F,149.0,55.6
50,중,F,160.0,52.8
61,하,F,154.0,52.1
63,하,F,150.0,53.0
58,하,F,151.0,56.9
73,하,F,155.7,68.3
23,하,F,164.6,54.4
26,하,F,154.6,57.62
43,상,F,149.0,50.9
40,중,F,163.8,57.7
41,하,F,158.7,61.4
20,하,M,175.4,74.1
21,하,M,180.7,73.9
